Species,Region,Count
Agrobacterium phage Milano,North America,127
Agrobacterium phage OLIVR1,Europa,216
Agrobacterium phage OLIVR2,Europa,107
Agrobacterium phage OLIVR3,Europa,107
Agrobacterium phage OLIVR4,Europa,131
Agrobacterium phage OLIVR5,Europa,518
Agrobacterium phage OLIVR6,Europa,265
Agrobacterium virus 7-7-1,Europa,254
Agrobacterium virus Atuph02,North America,110
Agrobacterium virus Atuph03,North America,116
Agrobacterium virus Atuph07,North America,1428
Agropyron mosaic virus,Europa,1
Agropyron mosaic virus,North America,16
Agrotis exclamationis nucleopolyhedrovirus,Europa,1
Agrotis ipsilon Nora virus,Asia,5
Agrotis ipsilon multiple nucleopolyhedrovirus,North America,326
Agrotis ipsilon virus,Asia,7
Agrotis ipsilon-associated genomovirus,Asia,2
Agrotis segetum granulovirus,Asia,149
Agrotis segetum granulovirus,Europa,304
Agrotis segetum nucleopolyhedrovirus A,Europa,5
Agrotis segetum nucleopolyhedrovirus B,Europa,300
Agua Salud alphavirus,North America,4
Agua Salud negevirus,North America,3
Aguacate phlebovirus,South America,4
Ahus virus,Europa,2
Aichivirus A,Africa,143
Aichivirus A,Asia,712
Aichivirus A,Europa,369
Aichivirus A,North America,72
Aichivirus A,Oceans and Seas,33
Aichivirus A,South America,23
Aichivirus B,Africa,17
Aichivirus B,Asia,199
Aichivirus B,Europa,128
Aichivirus B,North America,2
Aichivirus B,South America,41
Aichivirus C,Africa,5
Aichivirus C,Asia,1019
Aichivirus C,Europa,100
Aichivirus C,North America,145
Aichivirus C,South America,20
Aichivirus D,Asia,13
Aichivirus D,Europa,2
Aichivirus E,Europa,16
Aichivirus F,Asia,2
Aids-associated retrovirus,Europa,21
Ailurivirus A,Asia,4
Ailurivirus C,Asia,5
Ailurivirus D,Asia,4
Ailuropoda melanoleuca papillomavirus 5,Asia,7
Ailuropoda melanoleuca polyomavirus 1,Asia,11
Ailurus fulgens astrovirus 1,Asia,3
Ailurus fulgens astrovirus 2,Asia,3
Aino orthobunyavirus,Asia,121
Aino orthobunyavirus,Oceans and Seas,28
Air potato ampelovirus 1,North America,14
Akabane orthobunyavirus,Africa,6
Akabane orthobunyavirus,Asia,409
Akabane orthobunyavirus,Oceans and Seas,133
Akhmeta virus,Asia,1518
Akhtuba virus,Europa,3
Akodon montensis polyomavirus,South America,10
Aksy-Durug Melophagus sigmavirus,Europa,25
Alagoas vesiculovirus,South America,49
Alajuela orthobunyavirus,North America,8
Alajuela orthobunyavirus,South America,4
Alaskapox virus,North America,206
Albatrellopsis flettii mitovirus 1,Asia,1
Albatrosspox virus,Oceans and Seas,336
Alber virus,Asia,1
Albuca mosaic virus,Africa,10
Alcaligenes phage Piluca,North America,49
Alcea rosea virus 1,Asia,9
Alcelaphine gammaherpesvirus 1,Africa,151
Alcelaphine gammaherpesvirus 1,Europa,1
Alcelaphine gammaherpesvirus 1,North America,18
Alcelaphine gammaherpesvirus 2,North America,140
Alces alces faeces associated circular virus MP65,North America,4
Alces alces faeces associated genomovirus MP146,North America,2
Alces alces faeces associated microvirus MP10 5560,North America,12
Alces alces faeces associated microvirus MP11 5517,North America,12
Alces alces faeces associated microvirus MP12 5423,North America,12
Alces alces faeces associated microvirus MP15 5067,North America,8
Alces alces faeces associated microvirus MP18 4940,North America,8
Alces alces faeces associated microvirus MP21 4718,North America,6
Alces alces faeces associated microvirus MP3 6497,North America,6
Alcube phlebovirus,Europa,8
Aldhiuvirus defluviicola,North America,3
Alefpapillomavirus 1,Europa,18
Alehndavirus ruminicola,North America,3
Alehxovirus agradaptatum,North America,3
Alehxovirus agrenecus,North America,3
Alehxovirus agricola,North America,3
Alehxovirus agrihabitans,North America,3
Alehxovirus asiohabitans,North America,3
Alehxovirus asiovicinum,North America,3
Alehxovirus asiovivens,North America,3
Alehxovirus borboradaptatum,Asia,3
Alehxovirus humivicinum,North America,3
Alehxovirus humivivens,North America,3
Alenquer phlebovirus,South America,9
Alethinophid 2 reptarenavirus,Europa,28
Alethinophid 3 reptarenavirus,Asia,8
Alexandroupolis virga-like virus,Europa,4
Alfalfa associated nucleorhabdovirus,Europa,14
Alfalfa cytorhabdovirus 1,North America,1
Alfalfa cytorhabdovirus 2,North America,1
Alfalfa deltaparitivirus,North America,1
Alfalfa dwarf cytorhabdovirus,Asia,10
Alfalfa dwarf cytorhabdovirus,South America,28
Alfalfa enamovirus 1,Africa,6
Alfalfa enamovirus 1,South America,25
Alfalfa leaf curl virus,Africa,42
Alfalfa leaf curl virus,Asia,258
Alfalfa leaf curl virus,Europa,373
Alfalfa leaf curl virus,South America,245
Alfalfa mosaic virus,Africa,22
Alfalfa mosaic virus,Asia,243
Alfalfa mosaic virus,Europa,294
Alfalfa mosaic virus,North America,85
Alfalfa mosaic virus,Oceans and Seas,34
Alfalfa mosaic virus,South America,8
Alfalfa nucleorhabdovirus 1,North America,1
Alfalfa ringspot-associated virus,Oceans and Seas,2
Alfalfa toti-like virus 1,North America,1
Alfalfa virus F,Europa,2
Alfalfa virus S,Africa,12
Alfalfa virus S,Asia,6
Alfalfa virus S,North America,6
Alfalfa-associated picorna-like virus 1,North America,2
Algerian watermelon mosaic virus,Africa,13
Alhagi bacilliform virus,Asia,5
Alkalimonas phage phiMOD2.32-OM,North America,1
Alkalimonas phage phiMOD3.20-OM,North America,1
Alkalimonas phage phiMOL1.4-NB,North America,1
Alkalimonas phage phiMOL1.4-ST,North America,1
Alkalimonas phage phiMOM3.2-OM,North America,1
Alkalimonas phage phiMOM3.3-MOD2,North America,1
Allamanda leaf curl virus,Asia,12
Allamanda leaf mottle distortion virus,Asia,16
Allamanda mosaic virus,Asia,3
Allermuir Hill virus 1,Europa,3
Allermuir Hill virus 2,Europa,2
Allermuir Hill virus 3,Europa,2
Allexivirus DS-2013/CZE,Europa,2
Allium carlavirus A,Asia,6
Allium polerovirus A,Asia,5
Allium virus X,Europa,10
Allomyrina virus,Asia,3
Alloteropsis cryptic virus 1,Africa,2
Alloteropsis cryptic virus 1,Europa,1
Alloteropsis cryptic virus 2,Africa,3
Allpahuayo mammarenavirus,South America,10
Almazovo tick virus,Europa,1
Almond luteovirus 1,Asia,4
Almpiwar sripuvirus,Oceans and Seas,49
Alohrdovirus borborenecus,North America,3
Alongshan virus,Asia,51
Alongshan virus,Europa,100
Alouatta caraya papillomavirus,South America,1
Alouatta macconnelli cytomegalovirus,South America,1
Alouatta palliata cytomegalovirus,North America,1
Alouatta seniculus cytomegalovirus,South America,2
Alpaca adenovirus CA/2007,North America,1
Alpaca adenovirus GBR/3387_02,Europa,1
Alpaca coronavirus,South America,23
Alpaca coronavirus CA08-1/2008,North America,1
Alphaarterivirus equid,Africa,8
Alphaarterivirus equid,Asia,4
Alphaarterivirus equid,Europa,726
Alphaarterivirus equid,North America,1167
Alphaarterivirus equid,South America,26
Alphacoronavirus 1,Africa,102
Alphacoronavirus 1,Asia,1784
Alphacoronavirus 1,Europa,2593
Alphacoronavirus 1,North America,750
Alphacoronavirus 1,Oceans and Seas,9
Alphacoronavirus 1,South America,532
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Europa,6
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Europa,6
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Europa,12
Alphacoronavirus BtCoV/GrNC1/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC2/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC3/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC4/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC5/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC6/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC7/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/GrNC8/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus BtCoV/MSTM2/Min_nat/RSA/2010,Africa,1
Alphacoronavirus BtCoV/MSTM6/Min_nat/RSA/2010,Africa,1
Alphacoronavirus BtCoV/Miniopterus/UP6369/LP/RSA/2016,Africa,1
Alphacoronavirus BtCoV/NCL_MCO1/Mop_con/RSA/2012,Africa,1
Alphacoronavirus BtCoV/Rhinolophus/UP6043/LP/RSA/2015,Africa,1
Alphacoronavirus BtCoV/VH_NC2/Neo_cap/RSA/2012,Africa,1
Alphacoronavirus Eptesicus fuscus,North America,2
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,North America,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,North America,1
Alphacoronavirus H.sav/L/Spain/2007,Europa,1
Alphacoronavirus HCQD-2020,Asia,7
Alphacoronavirus L232,Europa,1
Alphacoronavirus M.bly/B/Spain/2004,Europa,1
Alphacoronavirus M.dau/H/Spain/2007,Europa,1
Alphacoronavirus M.myo/I/Spain/2007,Europa,1
Alphacoronavirus M.sch/A/Spain/2004,Europa,1
Alphacoronavirus Mink/China/1/2016,Asia,9
Alphacoronavirus Myotis/13rs384_31/Italy/2012,Europa,1
Alphacoronavirus N.las/C/Spain/2007,Europa,1
Alphacoronavirus N.las/D/Spain/2007,Europa,1
Alphacoronavirus N.las/E/Spain/2007,Europa,1
Alphacoronavirus N.las/F/Spain/2007,Europa,1
Alphacoronavirus N.las/G/Spain/2007,Europa,1
Alphacoronavirus P.kuh/Iprima/Spain/2007,Europa,1
Alphacoronavirus P.sp/K/Spain/2007,Europa,1
Alphacoronavirus PLMg1,Europa,4
Alphacoronavirus Perimyotis subflavus,North America,2
Alphacoronavirus Pip1_Cr_FR_2014,Europa,1
Alphacoronavirus Pip2_Cr_FR_2014,Europa,1
Alphacoronavirus Pipistrellus kuhlii/Italy/206645-41/2010,Europa,1
Alphacoronavirus Pipistrellus kuhlii/Italy/206679-3/2010,Europa,1
Alphacoronavirus RtCoV/Gerbilliscus/UPR219/LP/RSA/2016,Africa,1
Alphacoronavirus TT-2016a,Europa,5
Alphacoronavirus Trinidad/1FY2BA/2007,South America,11
Alphacoronavirus UKMa1,Europa,10
Alphacoronavirus UKRn3,Europa,10
Alphacoronavirus sp.,Africa,85
Alphacoronavirus sp.,Asia,374
Alphacoronavirus sp.,Europa,65
Alphacoronavirus sp.,Oceans and Seas,30
Alphacoronavirus sp.,South America,2
Alphacryptovirus JF-2012,Asia,1
Alphadintovirus mayetiola,North America,11
Alphaendornavirus sp.,Asia,31
Alphaendornavirus sp.,South America,1
Alphaglobulovirus PSV2,Europa,32
Alphaherpesvirinae sp.,Europa,11
Alphalipothrixvirus SBFV2,Asia,136
Alphalipothrixvirus SFV1,Asia,132
Alphamesonivirus 1,Africa,21
Alphamesonivirus 1,Asia,108
Alphamesonivirus 1,Europa,33
Alphamesonivirus 1,North America,28
Alphamesonivirus 1,Oceans and Seas,17
Alphamesonivirus 1,South America,6
Alphamesonivirus 10,Africa,21
Alphamesonivirus 2,Africa,7
Alphamesonivirus 2,Asia,20
Alphamesonivirus 3,Africa,6
Alphamesonivirus 3,Asia,14
Alphamesonivirus 4,Africa,7
Alphamesonivirus 4,Oceans and Seas,30
Alphamesonivirus 5,Africa,7
Alphamesonivirus 6,South America,4
Alphamesonivirus 7,South America,8
Alphamesonivirus 8,Africa,7
Alphamesonivirus 9,Africa,6
Alphamesonivirus sp.,Oceans and Seas,18
Alphanodavirus HB-2007/CHN,Asia,2
Alphapapillomavirus 1,Africa,2
Alphapapillomavirus 1,Asia,45
Alphapapillomavirus 1,Europa,151
Alphapapillomavirus 1,South America,15
Alphapapillomavirus 10,Africa,41
Alphapapillomavirus 10,Asia,869
Alphapapillomavirus 10,Europa,1880
Alphapapillomavirus 10,North America,37
Alphapapillomavirus 10,Oceans and Seas,377
Alphapapillomavirus 10,South America,189
Alphapapillomavirus 11,Asia,27
Alphapapillomavirus 11,Europa,84
Alphapapillomavirus 11,South America,33
Alphapapillomavirus 12,North America,30
Alphapapillomavirus 13,Asia,12
Alphapapillomavirus 13,Europa,42
Alphapapillomavirus 13,South America,8
Alphapapillomavirus 14,Asia,72
Alphapapillomavirus 14,Europa,54
Alphapapillomavirus 14,North America,7
Alphapapillomavirus 14,South America,16
Alphapapillomavirus 2,Europa,23
Alphapapillomavirus 2,South America,1
Alphapapillomavirus 3,Africa,11
Alphapapillomavirus 3,Asia,68
Alphapapillomavirus 3,Europa,194
Alphapapillomavirus 3,North America,14
Alphapapillomavirus 3,South America,113
Alphapapillomavirus 4,Asia,45
Alphapapillomavirus 4,Europa,2
Alphapapillomavirus 4,North America,1
Alphapapillomavirus 4,South America,6
Alphapapillomavirus 5,Asia,125
Alphapapillomavirus 5,Europa,238
Alphapapillomavirus 5,South America,58
Alphapapillomavirus 6,Africa,5
Alphapapillomavirus 6,Asia,398
Alphapapillomavirus 6,Europa,655
Alphapapillomavirus 6,North America,6
Alphapapillomavirus 6,South America,192
Alphapapillomavirus 7,Africa,77
Alphapapillomavirus 7,Asia,1344
Alphapapillomavirus 7,Europa,1421
Alphapapillomavirus 7,North America,24
Alphapapillomavirus 7,Oceans and Seas,2
Alphapapillomavirus 7,South America,275
Alphapapillomavirus 8,Africa,3
Alphapapillomavirus 8,Asia,42
Alphapapillomavirus 8,Europa,66
Alphapapillomavirus 8,South America,8
Alphapapillomavirus 9,Africa,3171
Alphapapillomavirus 9,Asia,8802
Alphapapillomavirus 9,Europa,3949
Alphapapillomavirus 9,North America,34138
Alphapapillomavirus 9,Oceans and Seas,339
Alphapapillomavirus 9,South America,2197
Alphapermutotetravirus sp.,Asia,3
Alphapermutotetravirus sp.,Europa,3
Alphapleolipovirus HHPV1,Europa,17
Alphapleolipovirus HHPV2,Asia,16
Alphapleolipovirus HRPV1,Europa,19
Alphapleolipovirus HRPV2,Asia,31
Alphapleolipovirus HRPV6,Asia,21
Alphaportoglobovirus SPV2,Asia,92
Alphasatellite 1,North America,1
Alphasatellite 3,North America,2
Alphasatellitidae sp.,South America,1
Alphatorquevirus sp.,North America,28
Alphatristromavirus PFV1,Europa,78
Alphatristromavirus PFV2,Europa,39
Alphavirus HBb17,Asia,1
Alphavirus JDD-2012,Oceans and Seas,1
Alpinia oxyphylla mosaic virus,Asia,2
Alstroemeria mosaic virus,Africa,1
Alstroemeria mosaic virus,Asia,1
Alstroemeria mosaic virus,South America,2
Alstroemeria necrotic streak orthotospovirus,North America,3
Alstroemeria necrotic streak orthotospovirus,South America,42
Alstroemeria virus X,Asia,10
Alstroemeria virus X,Europa,3
Alstroemeria yellow spot orthotospovirus,Europa,10
Altai virus,Asia,1
Altai virus,Europa,34
Altai-like virus,Europa,2
Alternanthera leaf curl virus,Asia,1
Alternanthera mild mosaic virus,South America,4
Alternanthera mosaic virus,Asia,5
Alternanthera mosaic virus,Europa,1
Alternanthera mosaic virus,North America,67
Alternanthera mosaic virus,South America,2
Alternanthera yellow vein alphasatellite,Asia,1
Alternanthera yellow vein betasatellite,Asia,2
Alternanthera yellow vein virus,Asia,193
Alternaria alternata botybirnavirus 1,Asia,4
Alternaria alternata chrysovirus,Asia,21
Alternaria alternata chrysovirus,Europa,4
Alternaria alternata deltaflexivirus 1,Asia,4
Alternaria alternata fusarivirus 1,Asia,3
Alternaria alternata hypovirus 1,Asia,1
Alternaria alternata mitovirus 1,Europa,1
Alternaria alternata partitivirus 1,South America,2
Alternaria alternata polymycovirus 1,Asia,8
Alternaria alternata victorivirus 1,Asia,2
Alternaria arborescens mitovirus 1,Europa,1
Alternaria arborescens mitovirus 1,North America,2
Alternaria arborescens victorivirus 1,North America,4
Alternaria botybirnavirus 1,Asia,2
Alternaria brassicicola betaendornavirus 1,Asia,2
Alternaria brassicicola fusarivirus 1,Asia,6
Alternaria brassicicola mitovirus,Asia,1
Alternaria dianthicola dsRNA virus 1,Asia,2
Alternaria longipes dsRNA virus 1,Asia,4
Alternaria solani chrysovirus 1,Asia,4
Alternaria solani fusarivirus 1,Asia,2
Alternaria tenuissima narnavirus 1,Europa,1
Alternaria tenuissima negative-stranded RNA virus 2,Europa,1
Alternaria tenuissima partitivirus 1,Asia,3
Alternaria tenuissima virus,Europa,1
Alteromonadaceae phage B23,Asia,50
Alteromonas phage JH01,Asia,58
Alteromonas phage P24,Asia,74
Alteromonas phage PB15,Asia,61
Alteromonas phage XX1924,Asia,64
Alteromonas phage ZP6,Asia,47
Alteromonas virus H4-4,Europa,98
Alteromonas virus PT11-V22,Europa,312
Alteromonas virus R7M,Asia,134
Alto Paraguay hantavirus,South America,4
Alxa mammarenavirus,Asia,4
Amaranthus cryptic virus 1,North America,2
Amaranthus cryptic virus 2,North America,2
Amaranthus cryptic virus 3,North America,4
Amaranthus cryptic virus 4,North America,2
Amaranthus leaf mottle virus,Europa,6
Amaranthus mosaic potyvirus,Asia,1
Amaryllis potyvirus,Asia,3
Amaryllis potyvirus,North America,1
Amasya cherry disease associated chrysovirus,Asia,8
Amasya cherry disease associated chrysovirus,Europa,4
Amate virus,North America,2
Amazon lily mild mottle virus,Asia,9
Amazon lily mild mottle virus,North America,4
Amazon lily mosaic virus,Asia,1
Amazon milk frog associated circular DNA virus,Europa,2
Ambe phlebovirus,South America,8
Ambidensovirus CaaDV1,Asia,4
Ambidensovirus CaaDV2,Asia,4
Ambidensovirus Croatia 17_S17,Europa,5
Ambidensovirus sp.,Africa,19
Ambidensovirus sp.,Asia,1
Ambidensovirus sp.,North America,3
Ambidensovirus sp.,South America,2
Ambispora mitovirus A,North America,1
Ambispora mitovirus B,North America,1
Amblyomma dissimile mivirus,North America,3
Amblyomma virus GXTV108,Asia,5
Ambrosia asymptomatic virus 1,North America,55
Ambrosia asymptomatic virus 2 UKM-2007,North America,3
Ambrosia asymptomatic virus 4 UKM-2007,North America,1
Ambrosia cryptic virus 1,North America,2
Ambrosia cryptic virus 2,North America,2
Ambrosiozyma totivirus A,Asia,2
Ambystoma tigrinum virus,North America,2309
Amdoparvovirus sp.,North America,4
Ameiurus nebulosus calicivirus 1,North America,2
American bat vesiculovirus,North America,15
American bison gammaherpesvirus,North America,1
American dog tick associated virus-1,North America,2
American dog tick associated virus-2,North America,2
American dog tick phlebovirus,North America,8
American dog tick rhabdovirus-2,North America,2
American hop latent virus,Europa,1
American hop latent virus,North America,12
American hop latent virus,Oceans and Seas,14
American plum line pattern virus,Africa,2
American plum line pattern virus,Asia,15
American plum line pattern virus,Europa,9
American plum line pattern virus,North America,4
American plum line pattern virus,Oceans and Seas,4
Amga orthohantavirus,Asia,3
Amga orthohantavirus,Europa,11
Aminobacter phage Erebus,Europa,90
Ammi majus latent virus,Asia,1
Amniota adenovirus 1,South America,13
Amomum potyvirus A,Asia,1
Amorbia cuneana nucleopolyhedrovirus,North America,4
Ampelovirus sp.,Asia,7
Amphisbaenian adenovirus 1,Europa,4
Amphisbaenian parvovirus AGY1,Europa,1
Ampivirus A,Europa,2
Amsterdam virus,North America,5
Amubhivirus agrivicinum,North America,4
Amundsen virus,Antarctica,2
Amur virus,Asia,15
Amur virus,Europa,24
Amygdalus persica sobemo-like virus,Asia,4
Anabaena phage Elbi,North America,108
Anabaena virus A4L,Europa,76
Anabas testudineus iridovirus,Asia,1
Anadyr orthobunyavirus,Europa,73
Ananindeua orthobunyavirus,South America,9
Anatid alphaherpesvirus 1,Africa,2
Anatid alphaherpesvirus 1,Asia,1298
Anatid alphaherpesvirus 1,Europa,80
Anativirus B,Europa,1
Anativirus sp.,Europa,7
Anchovi nodavirus,Oceans and Seas,1
Ancient Northwest Territories cripavirus,North America,2
Ancient caribou feces associated virus,North America,4
Andean potato latent virus,South America,12
Andean potato mild mosaic virus,Europa,1
Andean potato mild mosaic virus,South America,9
Andean potato mottle virus,South America,8
Andes orthohantavirus,Europa,3
Andes orthohantavirus,South America,416
Andhasavirus agrivivens,North America,4
Andhasavirus borborocola,Asia,3
Andhaxevirus choradaptatum,North America,5
Andhaxevirus chorenecus,North America,5
Andhaxevirus chorocola,North America,4
Andhevirus chorohabitans,North America,3
Andihavirus borborohabitans,North America,3
Andraca bipunctata granulovirus,Asia,15
Andrena associated bee virus-1,Asia,5
Andrena haemorrhoa nege-like virus,Europa,6
Andrographis yellow vein leaf curl betasatellite,Asia,6
Andrographis yellow vein leaf curl virus,Asia,11
Andropogon virus,North America,4
Andropov virus,Europa,3
Anedhivirus chorovicinum,North America,4
Anelloviridae sp.,Asia,38
